date,wind_speed,humidity,temperature
09-04-2015,9,57,14.8
10-04-2015,13,53,16.3
11-04-2015,17,52,18.8
12-04-2015,9,43,19.7
13-04-2015,13,43,20.7
14-04-2015,20,38,22
15-04-2015,17,37,25.5
16-04-2015,9,48,24.5
17-04-2015,20,51,20.9
18-04-2015,17,66,22
19-04-2015,15,85,14.3
20-04-2015,20,63,9.8
21-04-2015,17,67,11.3
22-04-2015,17,54,14
23-04-2015,9,57,15.7
24-04-2015,13,64,17.6
25-04-2015,13,60,15
26-04-2015,19,89,10.8
27-04-2015,19,57,11.9
28-04-2015,9,55,12.5
29-04-2015,19,60,14.3
30-04-2015,22,69,14.8
01-05-2015,17,72,16.1
02-05-2015,13,60,17.2
03-05-2015,11,55,17.7
04-05-2015,9,43,17.4
05-05-2015,22,38,21.1
06-05-2015,11,46,11.9
07-05-2015,11,57,11.9
08-05-2015,13,61,11.5
09-05-2015,9,55,12.2
10-05-2015,15,43,15.1
11-05-2015,19,69,13.9
12-05-2015,11,59,15.6
13-05-2015,26,54,10.2
14-05-2015,17,63,7.9
15-05-2015,17,65,10.5
16-05-2015,19,54,14.7
17-05-2015,22,63,15.1
18-05-2015,13,55,17.1
19-05-2015,15,86,16.4
20-05-2015,9,73,17.5
21-05-2015,9,89,12.1
22-05-2015,19,89,9
23-05-2015,9,71,11.2
24-05-2015,13,63,11.9
25-05-2015,15,54,13.4
26-05-2015,15,69,14.3
27-05-2015,9,79,13.4
28-05-2015,13,87,15.1
29-05-2015,9,96,14.8
30-05-2015,11,82,14
31-05-2015,11,97,11.1
01-06-2015,17,76,10
02-06-2015,15,67,5.6
03-06-2015,9,80,5.2
04-06-2015,6,75,7.9
05-06-2015,17,84,9.4
06-06-2015,9,67,11
07-06-2015,9,72,11.6
08-06-2015,9,69,12.9
09-06-2015,7,62,12.8
10-06-2015,11,71,9.8
11-06-2015,17,74,12.4
12-06-2015,17,72,12.2
13-06-2015,17,74,11.9
14-06-2015,20,57,15.8
15-06-2015,20,73,14.5
16-06-2015,11,98,15.1
17-06-2015,15,86,12.3
18-06-2015,7,99,11.1
19-06-2015,11,92,9.4
20-06-2015,9,94,6.7
21-06-2015,9,72,8.4
22-06-2015,13,66,10.1
23-06-2015,17,69,12.2
24-06-2015,9,97,11.6
25-06-2015,15,92,10.2
26-06-2015,11,84,6.7
27-06-2015,7,89,9.2
28-06-2015,11,99,4.3
29-06-2015,11,88,6.1
30-06-2015,9,78,9.5
01-07-2015,7,79,7.6
02-07-2015,7,86,5
03-07-2015,9,78,4.8
04-07-2015,9,73,4.9
05-07-2015,13,63,7.1
06-07-2015,2,63,8.4
07-07-2015,7,58,11.1
08-07-2015,15,71,10.6
09-07-2015,15,75,8.5
10-07-2015,7,95,11.7
11-07-2015,19,92,11.3
12-07-2015,24,77,6.4
13-07-2015,19,97,6.6
14-07-2015,19,84,8.4
15-07-2015,13,82,7.5
16-07-2015,9,99,4.2
17-07-2015,22,91,4.6
18-07-2015,9,82,7
19-07-2015,15,77,7.1
20-07-2015,13,81,8.1
21-07-2015,15,79,9.1
22-07-2015,28,75,12.9
23-07-2015,13,97,8.3
24-07-2015,13,95,11.6
25-07-2015,7,66,10.9
26-07-2015,15,66,11.8
27-07-2015,13,76,6
28-07-2015,9,67,6.9
29-07-2015,11,75,8.2
30-07-2015,13,69,8.7
31-07-2015,11,47,11.6
01-08-2015,13,48,12.5
02-08-2015,22,31,18.2
03-08-2015,17,75,7.8
04-08-2015,11,84,8.3
05-08-2015,15,59,8.4
06-08-2015,15,83,7.6
07-08-2015,9,73,8.1
08-08-2015,9,57,10.7
09-08-2015,7,69,10.2
10-08-2015,17,51,11.3
11-08-2015,7,46,12.3
12-08-2015,24,56,9.6
13-08-2015,17,79,7.9
14-08-2015,6,63,10.4
15-08-2015,11,57,12.9
16-08-2015,9,71,11
17-08-2015,9,55,13.4
18-08-2015,7,69,10.7
19-08-2015,13,52,11
20-08-2015,17,48,12.8
21-08-2015,22,45,15.7
22-08-2015,24,41,18.6
23-08-2015,9,96,13
24-08-2015,20,90,16
25-08-2015,20,90,9.7
26-08-2015,7,94,10.7
27-08-2015,7,84,12.2
28-08-2015,11,66,10.5
29-08-2015,9,61,12.1
30-08-2015,15,60,9.4
31-08-2015,9,71,9.4
01-09-2015,11,55,12.8
02-09-2015,22,39,16.4
03-09-2015,20,91,10.3
04-09-2015,11,93,9
05-09-2015,9,60,11.7
06-09-2015,15,54,13.3
07-09-2015,15,54,12.9
08-09-2015,11,51,11.4
09-09-2015,11,83,11.4
10-09-2015,11,58,13.4
11-09-2015,15,47,16.6
12-09-2015,15,36,20.4
13-09-2015,17,36,21
14-09-2015,22,31,21.2
15-09-2015,15,53,18.2
16-09-2015,13,42,16.8
17-09-2015,11,42,16.4
18-09-2015,17,44,13.9
19-09-2015,22,43,16.7
20-09-2015,17,52,17.5
21-09-2015,15,35,20
22-09-2015,20,46,12.9
23-09-2015,20,45,9.6
24-09-2015,13,35,13.3
25-09-2015,20,35,14.6
26-09-2015,22,44,16
27-09-2015,13,40,17.9
28-09-2015,13,27,20.1
29-09-2015,19,23,21.4
30-09-2015,15,13,24
01-10-2015,19,23,19.9
02-10-2015,22,25,21.2
03-10-2015,15,13,27.8
04-10-2015,15,14,26.6
05-10-2015,13,12,26.8
06-10-2015,17,13,26.9
07-10-2015,15,39,21.6
08-10-2015,28,48,18.7
09-10-2015,17,43,22.2
10-10-2015,17,37,23.5
11-10-2015,17,66,20.3
12-10-2015,13,36,24.4
13-10-2015,17,47,17.7
14-10-2015,20,38,22.4
15-10-2015,26,41,24.2
16-10-2015,19,28,26.7
17-10-2015,19,21,28.3
18-10-2015,9,40,24.5
19-10-2015,17,45,24.6
20-10-2015,24,26,26.9
21-10-2015,13,41,24.7
22-10-2015,20,81,15.3
23-10-2015,11,56,18.3
24-10-2015,22,43,20.7
25-10-2015,19,27,25.3
26-10-2015,7,39,25.9
27-10-2015,11,46,20.1
28-10-2015,26,55,18.5
29-10-2015,17,63,20.8
30-10-2015,22,55,23.6
31-10-2015,19,91,17
01-11-2015,19,72,21.6
02-11-2015,13,73,22.3
03-11-2015,7,51,22.8
04-11-2015,20,89,19.4
05-11-2015,17,85,21.1
06-11-2015,19,60,21.7
07-11-2015,15,61,20.6
08-11-2015,13,41,18.8
09-11-2015,13,57,20.5
10-11-2015,15,35,26
11-11-2015,20,37,25.1
12-11-2015,28,38,28.1
13-11-2015,13,70,23.1
14-11-2015,20,34,19.4
15-11-2015,11,52,19.5
16-11-2015,20,49,20
17-11-2015,15,35,24
18-11-2015,20,26,28.9
19-11-2015,17,15,31.6
20-11-2015,20,12,34.4
21-11-2015,22,39,19.6
22-11-2015,17,28,22.7
23-11-2015,11,25,21.1
24-11-2015,13,23,23.5
25-11-2015,19,78,28.3
26-11-2015,26,22,27.6
27-11-2015,13,17,18.8
28-11-2015,9,17,21.3
29-11-2015,7,29,25.7
30-11-2015,13,78,28.1
01-12-2015,22,11,30.7
02-12-2015,22,30,17.5
03-12-2015,20,17,20.3
04-12-2015,24,42,22.7
05-12-2015,17,30,26.5
06-12-2015,22,15,30.1
07-12-2015,20,17,31.6
08-12-2015,11,44,27.9
09-12-2015,11,57,25.9
10-12-2015,19,27,28.5
11-12-2015,20,21,27.3
12-12-2015,11,28,21.2
13-12-2015,15,10,23.7
14-12-2015,17,5,28.6
15-12-2015,15,8,32.7
16-12-2015,17,34,28.6
17-12-2015,17,49,24
18-12-2015,28,31,28.3
19-12-2015,24,21,31.1
20-12-2015,28,16,32.4
21-12-2015,9,90,22.5
22-12-2015,17,94,19.6
23-12-2015,17,75,20.3
24-12-2015,22,56,22.5
25-12-2015,28,53,23.9
26-12-2015,24,59,26.7
27-12-2015,20,38,18.7
28-12-2015,24,41,20.2
29-12-2015,20,38,21.1
30-12-2015,20,19,24.8
31-12-2015,20,25,26.7
01-01-2016,20,23,28.3
02-01-2016,19,27,27.6
03-01-2016,20,51,24
04-01-2016,19,59,22.1
05-01-2016,9,62,23.9
06-01-2016,11,62,22.9
07-01-2016,17,47,23.8
08-01-2016,11,21,27.8
09-01-2016,9,20,30
10-01-2016,6,20,28.8
11-01-2016,19,22,29.9
12-01-2016,11,19,31.4
13-01-2016,13,28,34.8
14-01-2016,13,36,32.2
15-01-2016,24,46,15.7
16-01-2016,24,45,19.4
17-01-2016,19,50,22.3
18-01-2016,19,38,24.5
19-01-2016,19,29,28.8
20-01-2016,22,26,31
21-01-2016,11,67,27.2
22-01-2016,9,58,29.4
23-01-2016,15,69,24.7
24-01-2016,11,47,26.4
25-01-2016,11,30,26.1
26-01-2016,19,57,26.5
27-01-2016,24,58,27
28-01-2016,11,76,23.2
29-01-2016,20,50,21.9
30-01-2016,20,44,22.5
31-01-2016,15,48,19.7
01-02-2016,13,38,23.4
02-02-2016,20,40,23.5
03-02-2016,26,59,25.3
04-02-2016,20,58,20.4
05-02-2016,31,44,22.3
06-02-2016,22,52,22.7
07-02-2016,17,53,24.3
08-02-2016,15,42,25.5
09-02-2016,26,32,26.1
10-02-2016,26,38,26.1
11-02-2016,13,25,30.3
12-02-2016,15,32,28.2
13-02-2016,17,31,28.7
14-02-2016,9,22,30.4
15-02-2016,15,29,22.8
16-02-2016,17,34,21.5
17-02-2016,17,33,17.5
18-02-2016,9,43,21
19-02-2016,9,25,28.2
20-02-2016,17,24,27.7
21-02-2016,20,52,26.8
22-02-2016,20,40,28.5
23-02-2016,19,25,28.8
24-02-2016,17,21,30.1
25-02-2016,17,24,30.1
26-02-2016,19,35,28
27-02-2016,17,26,24.2
28-02-2016,15,53,24.8
29-02-2016,20,38,26.5
01-03-2016,26,39,25.9
02-03-2016,19,36,28.4
03-03-2016,19,27,29.7
04-03-2016,22,50,26.9
05-03-2016,15,42,27.4
06-03-2016,15,30,29.1
07-03-2016,22,33,27.4
08-03-2016,15,32,29.2
09-03-2016,20,42,27.5
10-03-2016,20,40,26.6
11-03-2016,15,39,28.9
12-03-2016,9,54,28.1
13-03-2016,15,39,29.8
14-03-2016,11,67,25.1
15-03-2016,17,61,24.7
16-03-2016,20,81,20
17-03-2016,19,70,21.9
18-03-2016,11,78,23.6
19-03-2016,13,68,13.7
20-03-2016,13,60,14.6
21-03-2016,20,65,17.2
22-03-2016,22,58,18.2
23-03-2016,13,40,19.9
24-03-2016,13,30,22
25-03-2016,9,38,21.5
26-03-2016,9,48,20.5
27-03-2016,9,46,17.1
28-03-2016,0,51,17.8
29-03-2016,2,51,18.2
30-03-2016,13,64,16.3
31-03-2016,7,48,13.9
01-04-2016,13,32,18.6
02-04-2016,4,32,21.7
03-04-2016,15,44,21.3
04-04-2016,13,41,22
05-04-2016,24,42,25.4
06-04-2016,20,31,28.8
07-04-2016,15,49,18.2
08-04-2016,17,27,19.3
09-04-2016,13,40,20
10-04-2016,13,31,21.2
11-04-2016,13,46,18.5
12-04-2016,13,43,19.3
13-04-2016,17,51,19.1
14-04-2016,24,47,22.2
15-04-2016,24,44,22.4
16-04-2016,17,26,25.7
17-04-2016,9,45,22.7
18-04-2016,13,64,19
19-04-2016,13,55,20.3
20-04-2016,13,46,21.9
21-04-2016,19,37,23.5
22-04-2016,13,58,20.1
23-04-2016,13,52,14.6
24-04-2016,20,49,18.5
25-04-2016,17,50,18.4
26-04-2016,24,53,19.5
27-04-2016,26,50,20.4
28-04-2016,19,43,21.5
29-04-2016,19,42,21.7
30-04-2016,15,82,19.9
01-05-2016,13,80,20.9
02-05-2016,15,64,14.3
03-05-2016,6,87,15.4
04-05-2016,9,63,16.4
05-05-2016,15,53,17.3
06-05-2016,15,54,19.3
07-05-2016,17,52,19.8
08-05-2016,24,67,20
09-05-2016,24,96,18.8
10-05-2016,20,75,15.4
11-05-2016,13,72,12.2
12-05-2016,9,70,13.3
13-05-2016,6,71,16.2
14-05-2016,9,76,16.4
15-05-2016,11,70,15.7
16-05-2016,9,71,16.2
17-05-2016,7,62,18.3
18-05-2016,9,76,15.5
19-05-2016,9,74,15
20-05-2016,7,59,14.3
21-05-2016,13,79,12.7
22-05-2016,15,55,17.7
23-05-2016,28,46,16.1
24-05-2016,7,62,11.6
25-05-2016,11,70,12.3
26-05-2016,19,87,11.6
27-05-2016,7,95,9.7
28-05-2016,19,86,9.2
29-05-2016,6,99,7.2
30-05-2016,15,65,10.2
31-05-2016,7,77,7.8
01-06-2016,9,78,10
02-06-2016,15,94,12.9
03-06-2016,13,94,13.5
04-06-2016,19,97,11.4
05-06-2016,19,78,11.2
06-06-2016,17,84,10.9
07-06-2016,19,81,11.3
08-06-2016,11,81,11.6
09-06-2016,19,76,15.4
10-06-2016,17,84,11.4
11-06-2016,7,75,10.3
12-06-2016,15,72,7.9
13-06-2016,13,78,8.7
14-06-2016,13,75,11.1
15-06-2016,15,75,10.5
16-06-2016,20,69,12.1
17-06-2016,13,93,13.1
18-06-2016,6,97,13.6
19-06-2016,13,94,12.9
20-06-2016,26,85,10.5
21-06-2016,13,73,10.3
22-06-2016,15,91,11.4
23-06-2016,9,87,10.5
24-06-2016,24,80,9.8
25-06-2016,9,87,4.7
26-06-2016,9,82,5.8
27-06-2016,15,94,5.4
28-06-2016,7,83,7.8
29-06-2016,13,79,8.2
30-06-2016,13,88,6.4
01-07-2016,17,81,7.9
02-07-2016,7,75,9
03-07-2016,7,67,11.4
04-07-2016,13,88,6.3
05-07-2016,15,93,8.7
06-07-2016,22,87,7.6
07-07-2016,13,84,9.8
08-07-2016,11,99,9.5
09-07-2016,9,97,8.3
10-07-2016,15,86,9.6
11-07-2016,7,87,11.1
12-07-2016,13,70,9.3
13-07-2016,17,71,5.9
14-07-2016,4,76,6.1
15-07-2016,11,65,7.4
16-07-2016,9,82,6.8
17-07-2016,13,81,10.8
18-07-2016,20,76,15.4
19-07-2016,9,82,17.6
20-07-2016,13,98,18.1
21-07-2016,7,93,15.4
22-07-2016,20,97,17.3
23-07-2016,24,64,10.3
24-07-2016,13,83,7.9
25-07-2016,15,67,8.6
26-07-2016,6,71,9.4
27-07-2016,19,67,11.2
28-07-2016,9,83,7.4
29-07-2016,9,76,7.9
30-07-2016,0,78,8.1
31-07-2016,11,78,10.5
01-08-2016,13,74,11
02-08-2016,15,96,9.9
03-08-2016,20,65,7.2
04-08-2016,9,87,7.1
05-08-2016,17,71,10
06-08-2016,11,76,10.5
07-08-2016,2,67,12.5
08-08-2016,7,77,11.5
09-08-2016,19,65,12.3
10-08-2016,17,55,13.9
11-08-2016,11,58,10.1
12-08-2016,13,63,11.6
13-08-2016,6,62,12.2
14-08-2016,9,59,12.1
15-08-2016,17,72,11
16-08-2016,22,64,14.1
17-08-2016,19,51,15.6
18-08-2016,17,59,15.9
19-08-2016,22,43,16
20-08-2016,13,86,8.4
21-08-2016,11,54,11.6
22-08-2016,13,92,8.5
23-08-2016,4,97,7.8
24-08-2016,11,96,7.6
25-08-2016,7,78,8.1
26-08-2016,9,75,8.4
27-08-2016,6,63,9.7
28-08-2016,11,60,10.2
29-08-2016,19,59,12
30-08-2016,17,59,14.4
31-08-2016,9,97,14.1
01-09-2016,15,61,17.6
02-09-2016,13,97,13.7
03-09-2016,20,74,12.4
04-09-2016,15,69,10.8
05-09-2016,19,68,11.9
06-09-2016,15,70,14.4
07-09-2016,17,66,16.9
08-09-2016,26,62,17.4
09-09-2016,24,77,17.4
10-09-2016,17,84,11
11-09-2016,6,69,13.8
12-09-2016,15,70,14.5
13-09-2016,13,75,13.4
14-09-2016,22,94,12.1
15-09-2016,15,61,11.7
16-09-2016,9,82,14.2
17-09-2016,6,76,14.1
18-09-2016,19,100,14.7
19-09-2016,15,75,11.1
20-09-2016,13,71,13.7
21-09-2016,19,96,14.8
22-09-2016,15,99,11.1
23-09-2016,6,78,11.5
24-09-2016,17,78,16.6
25-09-2016,17,78,12.4
26-09-2016,9,78,13.8
27-09-2016,13,78,14.4
28-09-2016,24,78,15
29-09-2016,33,78,13.1
30-09-2016,24,78,8.5
01-10-2016,17,78,15.6
02-10-2016,17,78,15.9
03-10-2016,17,78,13.5
04-10-2016,11,78,13.1
05-10-2016,7,78,12.1
06-10-2016,6,78,16.9
07-10-2016,15,78,18.6
08-10-2016,11,78,21.7
09-10-2016,20,78,19.1
10-10-2016,26,78,18.1
11-10-2016,19,78,10.4
12-10-2016,7,78,11.7
13-10-2016,13,78,12.7
14-10-2016,20,78,14.9
15-10-2016,19,78,18.1
16-10-2016,28,78,21
17-10-2016,17,78,10.9
18-10-2016,13,78,16.7
19-10-2016,15,78,13.2
20-10-2016,15,78,15.8
21-10-2016,20,78,20.5
22-10-2016,22,78,10.4
23-10-2016,20,78,10.3
24-10-2016,11,78,13.8
25-10-2016,17,78,17.9
26-10-2016,13,78,18.9
27-10-2016,15,78,18.2
28-10-2016,13,78,18.8
29-10-2016,17,78,23
30-10-2016,19,78,25.1
31-10-2016,19,78,12.3
01-11-2016,15,78,16.6
02-11-2016,15,78,17.5
03-11-2016,11,78,20.9
04-11-2016,11,78,24
05-11-2016,28,78,16.9
06-11-2016,17,78,16.9
07-11-2016,20,78,23.1
08-11-2016,17,78,28.1
09-11-2016,17,78,16.6
10-11-2016,9,78,22.3
11-11-2016,13,78,26.7
12-11-2016,19,78,25.4
13-11-2016,26,78,18.6
14-11-2016,24,78,12.9
15-11-2016,13,78,15.2
16-11-2016,15,78,21.1
17-11-2016,19,78,24.8
18-11-2016,19,78,27.7
19-11-2016,20,78,30.3
20-11-2016,17,78,27.8
21-11-2016,28,78,30
22-11-2016,20,78,27.3
23-11-2016,20,78,18.7
24-11-2016,19,78,15
25-11-2016,13,78,19
26-11-2016,15,78,19.2
27-11-2016,13,78,21.6
28-11-2016,11,78,24.8
29-11-2016,13,78,28.3
30-11-2016,17,78,28.9
01-12-2016,19,78,28.1
02-12-2016,9,78,28
03-12-2016,22,78,31.5
04-12-2016,17,78,31.4
05-12-2016,2,78,30.4
06-12-2016,17,78,22.3
07-12-2016,9,78,20.4
08-12-2016,22,78,27.8
09-12-2016,22,78,14.9
10-12-2016,20,78,19.3
11-12-2016,20,78,23.8
12-12-2016,17,78,28.4
13-12-2016,22,78,30.5
14-12-2016,19,78,30.8
15-12-2016,6,78,22
16-12-2016,13,78,22.1
17-12-2016,13,78,25.8
18-12-2016,15,78,19.3
19-12-2016,24,78,21.8
20-12-2016,11,78,28.8
21-12-2016,15,78,23.5
22-12-2016,15,78,25.2
23-12-2016,22,78,27.8
24-12-2016,20,78,27.3
25-12-2016,9,78,25.4
26-12-2016,28,78,28.2
27-12-2016,26,78,30.3
28-12-2016,28,78,29.1
29-12-2016,24,78,33.5
30-12-2016,11,78,29.4
31-12-2016,9,78,27.9
01-01-2017,11,78,26.3
02-01-2017,20,78,23.1
03-01-2017,24,78,25.4
04-01-2017,31,78,24.1
05-01-2017,19,78,26.7
06-01-2017,28,78,27
07-01-2017,30,78,26.7
08-01-2017,20,78,30.1
09-01-2017,17,78,33.4
10-01-2017,4,39,31
11-01-2017,9,43,31.7
12-01-2017,17,23,29.8
13-01-2017,22,21,36.8
14-01-2017,22,67,21.7
15-01-2017,19,36,22.8
16-01-2017,20,45,27.6
17-01-2017,24,35,34.9
18-01-2017,22,40,34.1
19-01-2017,17,26,29.8
20-01-2017,13,96,23.5
21-01-2017,13,60,19.1
22-01-2017,22,53,24.8
23-01-2017,30,54,31.2
24-01-2017,78,78,78
25-01-2017,78,78,78
26-01-2017,17,25,23.9
27-01-2017,13,54,25.6
28-01-2017,20,47,30
29-01-2017,19,41,32
30-01-2017,20,39,31.5
31-01-2017,15,32,32.3
01-02-2017,11,38,29.3
02-02-2017,19,31,26.2
03-02-2017,15,28,24.6
04-02-2017,13,18,30.1
05-02-2017,24,38,31.8
06-02-2017,15,27,32.1
07-02-2017,20,45,29.8
08-02-2017,30,52,27.7
09-02-2017,20,42,30.3
10-02-2017,20,26,33.1
11-02-2017,19,18,36.3
12-02-2017,19,32,31.7
13-02-2017,20,39,18.2
14-02-2017,17,43,20.3
15-02-2017,19,49,23
16-02-2017,17,18,28.3
17-02-2017,6,14,29.9
18-02-2017,20,35,22.9
19-02-2017,13,34,17.3
20-02-2017,15,47,16.7
21-02-2017,17,26,20.2
22-02-2017,20,14,25.8
23-02-2017,22,36,28.8
24-02-2017,19,31,25.4
25-02-2017,11,33,21.4
26-02-2017,22,56,24.1
27-02-2017,22,48,22.8
28-02-2017,17,46,23.3
01-03-2017,19,55,24.3
02-03-2017,17,52,25.6
03-03-2017,17,48,25.4
04-03-2017,19,59,24
05-03-2017,6,90,19.9
06-03-2017,9,43,27.1
07-03-2017,26,53,22.1
08-03-2017,24,51,20.5
09-03-2017,22,55,19.4
10-03-2017,15,49,20.7
11-03-2017,17,27,23.2
12-03-2017,19,24,23.4
13-03-2017,13,56,20.6
14-03-2017,19,76,19.1
15-03-2017,26,63,22.9
16-03-2017,19,59,24.1
17-03-2017,11,35,23.2
18-03-2017,17,57,20.5
19-03-2017,28,64,23.1
20-03-2017,24,88,20.7
21-03-2017,17,91,23
22-03-2017,15,82,24.5
23-03-2017,19,67,25.5
24-03-2017,19,74,24.1
25-03-2017,19,69,23.7
26-03-2017,9,70,25.7
27-03-2017,20,63,26.1
28-03-2017,13,44,20.8
29-03-2017,13,35,24
30-03-2017,24,57,15.1
31-03-2017,13,52,12.9
01-04-2017,9,47,13.6
02-04-2017,13,44,17.4
03-04-2017,24,46,20.1
04-04-2017,28,52,18.5
05-04-2017,24,52,18.7
06-04-2017,15,81,16.5
07-04-2017,15,61,19.5
08-04-2017,22,49,20.5
09-04-2017,28,39,22.8
10-04-2017,24,53,12.1
11-04-2017,13,56,13.4
12-04-2017,7,49,19.4
13-04-2017,9,55,20.2
14-04-2017,6,35,20.7
15-04-2017,9,29,21.5
16-04-2017,17,31,22.3
17-04-2017,17,33,22.6
18-04-2017,20,43,21.9
19-04-2017,22,45,22.1
20-04-2017,24,47,20.8
21-04-2017,20,46,21.3
22-04-2017,7,72,18.5
23-04-2017,9,64,19.4
24-04-2017,13,60,21.1
25-04-2017,11,95,17.4
26-04-2017,22,68,15.4
27-04-2017,20,69,9
28-04-2017,15,68,10.1
29-04-2017,9,72,12.3
30-04-2017,9,65,15.5
01-05-2017,11,54,17.4
02-05-2017,9,55,16.7
03-05-2017,15,54,11.3
04-05-2017,13,67,14
05-05-2017,19,66,17.4
06-05-2017,15,51,19.9
07-05-2017,13,57,13.5
08-05-2017,15,50,11
09-05-2017,19,58,12.9
10-05-2017,17,59,14.1
11-05-2017,6,48,12.9
12-05-2017,15,49,13.2
13-05-2017,15,49,16.4
14-05-2017,6,65,13.6
15-05-2017,11,56,12.5
16-05-2017,7,50,11.2
17-05-2017,15,43,13.6
18-05-2017,20,51,16.9
19-05-2017,7,98,14.3
20-05-2017,7,100,13.8
21-05-2017,7,87,14.8
22-05-2017,11,70,15.1
23-05-2017,9,87,16.1
24-05-2017,13,81,13.7
25-05-2017,6,82,12.1
26-05-2017,11,75,12.4
27-05-2017,13,79,13
28-05-2017,13,58,14.6
29-05-2017,11,86,8.5
30-05-2017,7,61,10.5
31-05-2017,13,78,7
01-06-2017,9,69,8.1
02-06-2017,7,72,6.1
03-06-2017,7,68,7.3
04-06-2017,6,67,8.4
05-06-2017,9,80,6
06-06-2017,13,77,8.7
07-06-2017,11,84,5.3
08-06-2017,15,73,7.1
09-06-2017,9,83,7.1
10-06-2017,19,87,10.9
11-06-2017,13,80,12.6
12-06-2017,9,87,10.5
13-06-2017,9,87,9.7
14-06-2017,9,76,12.2
15-06-2017,6,80,11.7
16-06-2017,9,76,12
17-06-2017,6,84,9.7
18-06-2017,13,97,8.2
19-06-2017,13,70,11
20-06-2017,13,67,12.4
21-06-2017,7,71,11.2
22-06-2017,13,72,9.6
23-06-2017,9,59,11.1
24-06-2017,7,47,14.2
25-06-2017,15,62,13
01-01-2009,7,51,26.5
02-01-2009,35,68,23.4
03-01-2009,20,70,21.7
04-01-2009,7,62,22.5
05-01-2009,7,54,24.6
06-01-2009,24,55,27.1
07-01-2009,20,60,26.7
08-01-2009,9,70,25.8
09-01-2009,26,85,20
10-01-2009,20,59,21.2
11-01-2009,13,55,23.2
12-01-2009,11,67,24.8
13-01-2009,15,64,24.2
14-01-2009,13,58,24.9
15-01-2009,31,50,25.1
16-01-2009,6,68,26.3
17-01-2009,19,93,19.1
18-01-2009,17,69,20.9
19-01-2009,7,59,22.3
20-01-2009,17,64,23.4
21-01-2009,17,58,26.8
22-01-2009,24,76,24.7
23-01-2009,17,70,27.3
24-01-2009,24,68,29.3
25-01-2009,19,94,22.3
26-01-2009,20,87,23
27-01-2009,13,92,23.2
28-01-2009,19,78,24.9
29-01-2009,6,74,25.4
30-01-2009,11,87,22.9
31-01-2009,7,69,25.5
01-02-2009,7,61,26.6
02-02-2009,11,83,24.8
03-02-2009,7,88,22.3
04-02-2009,4,80,24.7
05-02-2009,9,81,24.3
06-02-2009,15,62,26.4
07-02-2009,9,62,26.6
08-02-2009,7,64,25.7
09-02-2009,13,68,24.3
10-02-2009,19,68,26.2
11-02-2009,24,73,23.6
12-02-2009,28,67,22.1
13-02-2009,20,88,19.6
14-02-2009,9,90,18.6
15-02-2009,28,95,19.2
16-02-2009,39,98,20.6
17-02-2009,31,98,20.5
18-02-2009,15,96,20.9
19-02-2009,13,72,23.8
20-02-2009,9,78,25.1
21-02-2009,9,75,24.5
22-02-2009,19,75,22.7
23-02-2009,0,77,24.5
24-02-2009,17,62,25.2
25-02-2009,11,66,26.2
26-02-2009,17,95,19.8
27-02-2009,28,62,21.7
28-02-2009,20,67,22
01-03-2009,20,66,24.8
02-03-2009,20,72,24.3
03-03-2009,11,95,21.2
04-03-2009,20,68,26.5
05-03-2009,17,38,20
06-03-2009,6,68,20.2
07-03-2009,9,72,23.1
08-03-2009,13,72,24.9
09-03-2009,15,78,23.5
10-03-2009,17,83,22
11-03-2009,17,85,21
12-03-2009,6,84,21
13-03-2009,7,68,23.3
14-03-2009,13,67,24
15-03-2009,13,90,22
16-03-2009,13,67,23.4
17-03-2009,9,82,21.4
18-03-2009,17,73,21.2
19-03-2009,11,76,23.2
20-03-2009,11,77,22.3
21-03-2009,19,82,22.4
22-03-2009,13,78,20.6
23-03-2009,9,84,21.3
24-03-2009,7,75,22.5
25-03-2009,11,65,22.6
26-03-2009,6,65,22.6
27-03-2009,13,72,22.3
28-03-2009,24,71,20.8
29-03-2009,20,67,21.3
30-03-2009,26,89,19.7
31-03-2009,43,88,22.7
01-04-2009,33,85,22.5
02-04-2009,20,84,23.1
03-04-2009,13,92,20.7
04-04-2009,9,90,22.7
05-04-2009,22,95,19.6
06-04-2009,15,70,23.3
07-04-2009,13,82,20.2
08-04-2009,24,63,20.5
09-04-2009,19,89,18.1
10-04-2009,17,83,20.4
11-04-2009,9,73,22.8
12-04-2009,9,89,20.9
13-04-2009,7,95,20
14-04-2009,0,93,21.3
15-04-2009,9,76,23.1
16-04-2009,17,54,21.7
17-04-2009,6,71,21.4
18-04-2009,22,50,21.1
19-04-2009,33,60,21.1
20-04-2009,35,61,20.8
21-04-2009,24,94,16.7
22-04-2009,22,86,17.1
23-04-2009,26,66,20
24-04-2009,19,63,20.3
25-04-2009,20,53,24.2
26-04-2009,15,50,21.9
27-04-2009,19,42,17.6
28-04-2009,7,48,19
29-04-2009,19,57,17.7
30-04-2009,19,52,18.5
01-05-2009,13,65,18.1
02-05-2009,13,70,18.3
03-05-2009,17,69,18.2
04-05-2009,15,74,17.4
05-05-2009,19,77,16.9
06-05-2009,19,91,16.4
07-05-2009,6,71,18.3
08-05-2009,22,62,19.4
09-05-2009,17,63,18.5
10-05-2009,28,55,18.9
11-05-2009,20,54,17.9
12-05-2009,9,67,17.3
13-05-2009,0,67,17.4
14-05-2009,9,55,17.8
